alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,lat,long
tarboosh-middle-east-kitchen-los-angeles-3,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'hookah_bars', 'title': 'Hookah Bars'}]","{'latitude': 34.0619421375931, 'longitude': -118.298811404334}",(213) 388-9636,2079.3908681291623,ecfX-CsrrXcQ-txbu1cEiQ,https://s3-media2.fl.yelpcdn.com/bphoto/vd5Q9BXxAcA4wg0G4GmI5w/o.jpg,False,"{'address1': '3435 Wilshire Blvd', 'address2': 'Ste 108', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90010', 'country': 'US', 'state': 'CA', 'display_address': ['3435 Wilshire Blvd', 'Ste 108', 'Los Angeles, CA 90010']}",Tarboosh Middle East Kitchen,+12133889636,$$,4.0,303,"['pickup', 'delivery']",https://www.yelp.com/biz/tarboosh-middle-east-kitchen-los-angeles-3?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0619421375931,-118.298811404334
stk-los-angeles-los-angeles-3,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.06305, 'longitude': -118.44096}",(310) 659-3535,11007.914037928667,XrBZs76ktFG8LNWWh2dB7g,https://s3-media3.fl.yelpcdn.com/bphoto/ywYhsoR2SZLXnUZynCqkTA/o.jpg,False,"{'address1': '930 Hilgard Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90024', 'country': 'US', 'state': 'CA', 'display_address': ['930 Hilgard Ave', 'Los Angeles, CA 90024']}",STK Los Angeles,+13106593535,$$$,4.0,520,"['pickup', 'delivery']",https://www.yelp.com/biz/stk-los-angeles-los-angeles-3?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.06305,-118.44096
bar-flores-los-angeles-6,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.0763375, 'longitude': -118.2567569}",(213) 266-8006,6167.343462312765,XxJQEwgE-i6N1oolJ4vIOQ,https://s3-media1.fl.yelpcdn.com/bphoto/X-tyHL5J-PZWJCzuB3GY3Q/o.jpg,False,"{'address1': '1542 Sunset Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['1542 Sunset Blvd', 'Los Angeles, CA 90026']}",Bar Flores,+12132668006,$$,5.0,80,[],https://www.yelp.com/biz/bar-flores-los-angeles-6?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0763375,-118.2567569
terra-cotta-los-angeles-3,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}]","{'latitude': 34.0615438794415, 'longitude': -118.308141566813}",(213) 365-1077,1219.5626149442996,XMkmgUwX3fetzLc0rumkiQ,https://s3-media2.fl.yelpcdn.com/bphoto/KhJSBVBU_qw7khhMXgytRQ/o.jpg,False,"{'address1': '3760 Wilshire Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90010', 'country': 'US', 'state': 'CA', 'display_address': ['3760 Wilshire Blvd', 'Los Angeles, CA 90010']}",Terra Cotta,+12133651077,$$,3.5,423,[],https://www.yelp.com/biz/terra-cotta-los-angeles-3?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0615438794415,-118.308141566813
miro-los-angeles,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 34.049792, 'longitude': -118.259187}",(213) 988-8880,5877.794815224512,y5by_vlxVBmvVXgr1HHguw,https://s3-media2.fl.yelpcdn.com/bphoto/2cut5VPdGVjRQcE4sGSWVg/o.jpg,False,"{'address1': '888 Wilshire Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90017', 'country': 'US', 'state': 'CA', 'display_address': ['888 Wilshire Blvd', 'Los Angeles, CA 90017']}",Miro,+12139888880,$$$,3.5,436,"['pickup', 'delivery']",https://www.yelp.com/biz/miro-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.049792,-118.259187
fundamental-dtla-los-angeles-7,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.0462534489159, 'longitude': -118.25748761101}",(213) 935-8180,6158.667773515779,JJxUBk2Zueqm_1jEgwjyDQ,https://s3-media2.fl.yelpcdn.com/bphoto/BiWg4G5K1t2GU_KDIOlI1w/o.jpg,False,"{'address1': '750 S Grand Ave', 'address2': 'Ste 30', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90017', 'country': 'US', 'state': 'CA', 'display_address': ['750 S Grand Ave', 'Ste 30', 'Los Angeles, CA 90017']}",Fundamental DTLA,+12139358180,$$,4.0,350,"['pickup', 'delivery']",https://www.yelp.com/biz/fundamental-dtla-los-angeles-7?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0462534489159,-118.25748761101
la-golondrina-mexican-cafe-los-angeles,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 34.0571939, 'longitude': -118.2384039}",(213) 628-4349,7696.485143182427,EcWhh6JiQo7xkH70NPLGtw,https://s3-media2.fl.yelpcdn.com/bphoto/1QF3iDEyIMi01_Kx64ndNQ/o.jpg,False,"{'address1': '17 Olvera St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90012', 'country': 'US', 'state': 'CA', 'display_address': ['17 Olvera St', 'Los Angeles, CA 90012']}",La Golondrina Mexican Cafe,+12136284349,$$,3.5,959,"['pickup', 'delivery']",https://www.yelp.com/biz/la-golondrina-mexican-cafe-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0571939,-118.2384039
the-highland-cafe-los-angeles,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]","{'latitude': 34.121113, 'longitude': -118.206535}",(323) 259-1000,12475.922342753154,_RkxSCzAkvK9xeEdgMfVmQ,https://s3-media4.fl.yelpcdn.com/bphoto/EgVhJeFBbPL351dP-bsK5A/o.jpg,False,"{'address1': '5010 York Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90042', 'country': 'US', 'state': 'CA', 'display_address': ['5010 York Blvd', 'Los Angeles, CA 90042']}",The Highland Cafe,+13232591000,$$,3.5,565,['delivery'],https://www.yelp.com/biz/the-highland-cafe-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.121113,-118.206535
cinco-los-angeles-2,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 33.960296, 'longitude': -118.42056}",(310) 910-0895,14506.268323833901,wZO-ALpCQSVPpsMxPMK_Cg,https://s3-media3.fl.yelpcdn.com/bphoto/lwrm8XpODrovlVuLtaY1YA/o.jpg,False,"{'address1': '7241 W Manchester Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['7241 W Manchester Ave', 'Los Angeles, CA 90045']}",Cinco,+13109100895,$$,4.0,571,['delivery'],https://www.yelp.com/biz/cinco-los-angeles-2?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,33.960296,-118.42056
lincoln-kitchen-and-tap-los-angeles,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]","{'latitude': 34.07329654331, 'longitude': -118.218281194568}",(323) 352-3331,9585.437464029563,PBaeqy0LElfHXcGz5AmsEQ,https://s3-media2.fl.yelpcdn.com/bphoto/gyQUkun6FBsFn7NtvXiWPw/o.jpg,False,"{'address1': '2118 N Broadway', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90031', 'country': 'US', 'state': 'CA', 'display_address': ['2118 N Broadway', 'Los Angeles, CA 90031']}",Lincoln Kitchen & Tap,+13233523331,$$,4.5,165,"['pickup', 'delivery']",https://www.yelp.com/biz/lincoln-kitchen-and-tap-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.07329654331,-118.218281194568
the-know-where-bar-los-angeles,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}, {'alias': 'pubs', 'title': 'Pubs'}]","{'latitude': 34.10148, 'longitude': -118.3127424}",(323) 871-4108,4506.388977203396,KOj4TvBuvRLXlBuG2vrZeQ,https://s3-media1.fl.yelpcdn.com/bphoto/RZXuTsnOGw7uymAYdDsJ_Q/o.jpg,False,"{'address1': '5634 Hollywood Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['5634 Hollywood Blvd', 'Los Angeles, CA 90028']}",The Know Where Bar,+13238714108,$$,4.0,230,[],https://www.yelp.com/biz/the-know-where-bar-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.10148,-118.3127424
frank-n-hanks-los-angeles,"[{'alias': 'divebars', 'title': 'Dive Bars'}]","{'latitude': 34.064943, 'longitude': -118.309089}",(213) 383-2087,1192.0752700553264,HvEvAviWMzFP6OybNr84Lw,https://s3-media1.fl.yelpcdn.com/bphoto/0UiUcbR1Bd-_k0WNDsMhPw/o.jpg,False,"{'address1': '518 S Western Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['518 S Western Ave', 'Los Angeles, CA 90020']}",Frank N Hanks,+12133832087,$,4.0,287,[],https://www.yelp.com/biz/frank-n-hanks-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.064943,-118.309089
echoplex-los-angeles,"[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}]","{'latitude': 34.077587, 'longitude': -118.2605384}",(213) 413-8200,5879.661269234925,ruiW9h7GIcN4y1OAhOen5Q,https://s3-media4.fl.yelpcdn.com/bphoto/PR5uw5cumt0WVTgwC7rZOw/o.jpg,False,"{'address1': '1154 Glendale Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['1154 Glendale Blvd', 'Los Angeles, CA 90026']}",Echoplex,+12134138200,$$,3.5,501,[],https://www.yelp.com/biz/echoplex-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.077587,-118.2605384
off-vine-restaurant-hollywood,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 34.097313, 'longitude': -118.325975}",(323) 962-1900,3994.735788631864,ifl816Qs9aLF8WTpLmh-Bw,https://s3-media2.fl.yelpcdn.com/bphoto/-njK5dhp-sXYTweg6XD_zg/o.jpg,False,"{'address1': '6263 Leland Way', 'address2': '', 'address3': '', 'city': 'Hollywood', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['6263 Leland Way', 'Hollywood, CA 90028']}",Off Vine Restaurant,+13239621900,$$,4.0,893,['delivery'],https://www.yelp.com/biz/off-vine-restaurant-hollywood?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.097313,-118.325975
garçons-de-café-los-angeles,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.0464895, 'longitude': -118.2506481}",(213) 344-6254,6729.145053253542,wiVESQxDY3CiXwohYs66lg,https://s3-media2.fl.yelpcdn.com/bphoto/YOzYbYE-baGpOM5j__bHDg/o.jpg,False,"{'address1': '541 S Spring St', 'address2': 'Ste 114', 'address3': 'Spring Arcade Building', 'city': 'Los Angeles', 'zip_code': '90013', 'country': 'US', 'state': 'CA', 'display_address': ['541 S Spring St', 'Ste 114', 'Spring Arcade Building', 'Los Angeles, CA 90013']}",Garçons de Café,+12133446254,$$,4.5,98,[],https://www.yelp.com/biz/gar%C3%A7ons-de-caf%C3%A9-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0464895,-118.2506481
cafe-bleu-los-angeles,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.0628820696585, 'longitude': -118.297444685089}",(213) 383-0180,2209.5870097924385,lvnTjRhQoZ65kHYn23UyCg,https://s3-media1.fl.yelpcdn.com/bphoto/scvf0po6ZIFt5CewOjpYbA/o.jpg,False,"{'address1': '3470 W 6th St', 'address2': 'Ste 8B', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['3470 W 6th St', 'Ste 8B', 'Los Angeles, CA 90020']}",Cafe Bleu,+12133830180,$$,4.0,307,[],https://www.yelp.com/biz/cafe-bleu-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0628820696585,-118.297444685089
il-cielo-beverly-hills-3,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'lounges', 'title': 'Lounges'}]","{'latitude': 34.0719384, 'longitude': -118.3884127}",(310) 276-9990,6280.786081958278,Gm0rzA9EQD4GgSP9TimLPQ,https://s3-media2.fl.yelpcdn.com/bphoto/0CteAkA0-e-4WJiZYMYzzA/o.jpg,False,"{'address1': '9018 Burton Way', 'address2': '', 'address3': '', 'city': 'Beverly Hills', 'zip_code': '90211', 'country': 'US', 'state': 'CA', 'display_address': ['9018 Burton Way', 'Beverly Hills, CA 90211']}",Il Cielo,+13102769990,$$$$,4.0,1221,"['pickup', 'delivery']",https://www.yelp.com/biz/il-cielo-beverly-hills-3?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0719384,-118.3884127
ali-mama-cafe-los-angeles,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'hookah_bars', 'title': 'Hookah Bars'}]","{'latitude': 34.086378, 'longitude': -118.275051}",(323) 668-0856,5079.968375971351,umrIxr_NL2KHOv0SE_KniQ,https://s3-media2.fl.yelpcdn.com/bphoto/tXymfrfMsYaHhi9t0JXMsw/o.jpg,False,"{'address1': '3229 W Sunset Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['3229 W Sunset Blvd', 'Los Angeles, CA 90026']}",Ali Mama Cafe,+13236680856,$,4.5,133,"['pickup', 'delivery']",https://www.yelp.com/biz/ali-mama-cafe-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.086378,-118.275051
atrium-los-angeles-2,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.1040989, 'longitude': -118.291367}",(323) 607-6944,5475.676820919871,iVyVs8L6xTtZZb1k050Ajg,https://s3-media3.fl.yelpcdn.com/bphoto/oVvuY4hrJvh9czjvRBPlpw/o.jpg,False,"{'address1': '1816 - A N Vermont Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['1816 - A N Vermont Ave', 'Los Angeles, CA 90027']}",Atrium,+13236076944,$$$,4.0,318,['delivery'],https://www.yelp.com/biz/atrium-los-angeles-2?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.1040989,-118.291367
trejos-cantina-hollywood-los-angeles,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'newmexican', 'title': 'New Mexican Cuisine'}]","{'latitude': 34.099443, 'longitude': -118.3290012}",(323) 461-8226,4267.21903289659,-mq80_a6ARtCHKpj_76SaA,https://s3-media2.fl.yelpcdn.com/bphoto/ZlwjWYs7zKDztsIANWuuSw/o.jpg,False,"{'address1': '1556 N Cahuenga Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['1556 N Cahuenga Blvd', 'Los Angeles, CA 90028']}",Trejo's Cantina - Hollywood,+13234618226,$$,3.5,554,['delivery'],https://www.yelp.com/biz/trejos-cantina-hollywood-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.099443,-118.3290012
the-parlor-los-angeles,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]","{'latitude': 34.08324, 'longitude': -118.34769}",(323) 930-2100,3408.0414304225956,xUDJy8BuzZou2BADrkZBPw,https://s3-media4.fl.yelpcdn.com/bphoto/S2L5ML0DjbJ7amMAjHj17A/o.jpg,False,"{'address1': '7250 Melrose Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90046', 'country': 'US', 'state': 'CA', 'display_address': ['7250 Melrose Ave', 'Los Angeles, CA 90046']}",The Parlor,+13239302100,$$,3.5,662,"['pickup', 'restaurant_reservation', 'delivery']",https://www.yelp.com/biz/the-parlor-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.08324,-118.34769
madera-kitchen-los-angeles-2,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.1050072105896, 'longitude': -118.330558128655}",(213) 261-3687,4901.243775947735,2olt6pTua1gxBTv_uVLp8A,https://s3-media3.fl.yelpcdn.com/bphoto/B6KHB0wxAJLYtzDlmme3hw/o.jpg,False,"{'address1': '1835 N Cahuenga Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['1835 N Cahuenga Blvd', 'Los Angeles, CA 90028']}",Madera Kitchen,+12132613687,$$,3.5,463,"['restaurant_reservation', 'delivery']",https://www.yelp.com/biz/madera-kitchen-los-angeles-2?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.1050072105896,-118.330558128655
6th-and-la-brea-brewery-and-restaurant-los-angeles,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.06469, 'longitude': -118.34368}",(323) 998-8565,2081.6653595314774,l96wBEMriHr7RJJM_voP7A,https://s3-media3.fl.yelpcdn.com/bphoto/7trSt9Dh-Zof9D-zCTUNwQ/o.jpg,False,"{'address1': '600 S La Brea Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90036', 'country': 'US', 'state': 'CA', 'display_address': ['600 S La Brea Ave', 'Los Angeles, CA 90036']}",6th & La Brea Brewery & Restaurant,+13239988565,$$,4.0,333,['delivery'],https://www.yelp.com/biz/6th-and-la-brea-brewery-and-restaurant-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.06469,-118.34368
genever-los-angeles-2,"[{'alias': 'lounges', 'title': 'Lounges'}]","{'latitude': 34.0722702934805, 'longitude': -118.282888333333}",(213) 908-5693,3739.221444080683,09mUUSF7y6vfe2gr8HCyWQ,https://s3-media2.fl.yelpcdn.com/bphoto/d8fl1AzUpJjwITxNX3ecWA/o.jpg,False,"{'address1': '3123 Beverly Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90057', 'country': 'US', 'state': 'CA', 'display_address': ['3123 Beverly Blvd', 'Los Angeles, CA 90057']}",Genever,+12139085693,$$,4.5,82,[],https://www.yelp.com/biz/genever-los-angeles-2?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0722702934805,-118.282888333333
bona-vista-lounge-los-angeles,"[{'alias': 'lounges', 'title': 'Lounges'}]","{'latitude': 34.0520596544428, 'longitude': -118.255958765468}",(213) 612-4743,6119.30386385965,3gUIVigLZB-QaKLVQS2rKw,https://s3-media3.fl.yelpcdn.com/bphoto/dq-vLkBf9EtCgJqRjH9Sew/o.jpg,False,"{'address1': '404 S Figueroa St', 'address2': '', 'address3': 'Westin Bonaventure Hotel', 'city': 'Los Angeles', 'zip_code': '90071', 'country': 'US', 'state': 'CA', 'display_address': ['404 S Figueroa St', 'Westin Bonaventure Hotel', 'Los Angeles, CA 90071']}",Bona Vista Lounge,+12136124743,$$$,3.5,617,[],https://www.yelp.com/biz/bona-vista-lounge-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0520596544428,-118.255958765468
apt-503-los-angeles,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.061344, 'longitude': -118.306173}",(213) 674-7061,1401.1597873631142,WmNs8x3YoPoZG6ml-F1lSw,https://s3-media3.fl.yelpcdn.com/bphoto/mSTZa4hSVyvxekoxXB9-YQ/o.jpg,False,"{'address1': '3680 Wilshire Blvd', 'address2': 'Ste 503', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90010', 'country': 'US', 'state': 'CA', 'display_address': ['3680 Wilshire Blvd', 'Ste 503', 'Los Angeles, CA 90010']}",Apt 503,+12136747061,$$,4.0,309,[],https://www.yelp.com/biz/apt-503-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.061344,-118.306173
el-compadre-los-angeles-9,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.07513, 'longitude': -118.25307}",(213) 250-4505,6463.347432602016,2hWFIL6qJI6FgqmKdXLFKA,https://s3-media3.fl.yelpcdn.com/bphoto/fRKMdua-CXohtNnFlDs5Vg/o.jpg,False,"{'address1': '1449 W Sunset Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['1449 W Sunset Blvd', 'Los Angeles, CA 90026']}",El Compadre,+12132504505,$$,3.5,753,['delivery'],https://www.yelp.com/biz/el-compadre-los-angeles-9?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.07513,-118.25307
oriel-chinatown-los-angeles,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 34.0625239, 'longitude': -118.2362958}",(213) 253-9419,7834.50405576936,9EaRONZCZxomy3TTkLM8DA,https://s3-media1.fl.yelpcdn.com/bphoto/Q8anHvra7nxJF2hQKEEMTQ/o.jpg,False,"{'address1': '1135 N Alameda St', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90012', 'country': 'US', 'state': 'CA', 'display_address': ['1135 N Alameda St', 'Los Angeles, CA 90012']}",Oriel Chinatown,+12132539419,$$,4.5,135,['delivery'],https://www.yelp.com/biz/oriel-chinatown-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0625239,-118.2362958
busbys-east-los-angeles,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'arcades', 'title': 'Arcades'}]","{'latitude': 34.062123, 'longitude': -118.345795}",(323) 823-4890,2249.7738983452678,E7mB8kYapz8XFXYDTeMt0w,https://s3-media3.fl.yelpcdn.com/bphoto/nXDdKbXIX1y3Es9BsVdXMg/o.jpg,False,"{'address1': '5364 Wilshire Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90036', 'country': 'US', 'state': 'CA', 'display_address': ['5364 Wilshire Blvd', 'Los Angeles, CA 90036']}",Busby's East,+13238234890,$$,3.0,916,['delivery'],https://www.yelp.com/biz/busbys-east-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.062123,-118.345795
